rally,round,team,receive_location,digger_location,pass_land_location,hitter_location,hit_land_location,pass_rating,set_type,set_location,hit_type,num_blockers,block_touch,serve_type,win_reason,lose_reason,winning_team
18,1,b,2,3,12,11,25,in,in,oppo,hit,2,yes,float,tool,tool,b
19,1,a,2,2,25,10,3,out,out,outside,off_speed,2,no,jump,,,b
19,2,b,3,4,15,6,1,out,out,d-ball,hit,2,no,,kill,kill,b
20,1,a,,,,,,,,,,,,jump,serve_error,serve_error,a
21,1,b,3,3,11,12,6,in,in,quick,hit,1,no,jump,kill,kill,b
22,1,a,1,1,12,14,4,in,in,quick,hit,1,no,jump,kill,kill,a
23,1,b,2,1,,,11,out,,,blocked,1,yes,,,,b
23,2,b,3,3,11,11,,out,out,oppo,blocked,2,yes,jump,tool,tool,b
24,1,a,,,,,,,,,,,,jump,ace,ace,b
25,1,a,3,3,11,8,2,in,in,bic,hit,2,no,jump,kill,kill,a
26,1,b,3,3,14,15,5,out,out,outside,off_speed,3,no,jump,kill,kill,b
27,1,a,,,,,,,,,,,,jump,serve_error,serve_error,a
28,1,b,3,3,14,6,20,in,in,d-ball,blocked,2,yes,jump,tool,tool,b
29,1,a,3,2,12,6,17,in,in,d-ball,hit,2,no,jump,hit_error,hit_error,b
30,1,a,2,2,13,15,16,in,in,outside,blocked,1,yes,jump,tool,tool,a
31,1,b,4,3,11,,13,in,dump,dump,dump,1,yes,jump,,,a
31,2,a,13,13,13,,2,in,dump,dump,hit,1,no,,kill,kill,a
32,1,b,4,3,13,15,17,in,in,outside,hit,2,yes,jump,tool,tool,b
33,1,a,7,7,13,15,2,out,in,outside,hit,2,no,float,kill,kill,a
34,1,b,3,3,12,9,2,in,in,bic,hit,1,no,float,kill,kill,b
35,1,a,10,10,13,15,8,in,in,outside,roll_shot,2,no,float,kill,kill,a
36,1,b,4,5,13,11,13,in,in,oppo,blocked,1,yes,jump,blocked,blocked,a
37,1,b,4,5,,,16,out,,,overpass,0,no,jump,ace,ace,a
38,1,b,3,3,,,7,out,,,blocked,1,yes,jump,blocked,blocked,a
39,1,b,4,3,25,12,10,out,out,oppo,hit,3,yes,jump,,,b
39,2,a,10,10,13,15,14,in,in,outside,hit,2,yes,,,,b
39,3,b,14,14,13,15,3,in,in,outside,hit,2,no,,kill,kill,b
40,1,a,,,,,,,,,,,,jump,serve_error,serve_error,a
41,1,b,3,3,11,12,6,in,in,quick,hit,2,no,jump,,,b
41,2,a,6,6,22,11,12,out,out,oppo,blocked,2,yes,,blocked,blocked,b
42,1,a,,,,,,,,,,,,jump,serve_error,serve_error,a
43,1,b,5,5,13,15,2,in,in,outside,hit,2,no,jump,kill,kill,b
44,1,a,,,,,,,,,,,,jump,serve_error,serve_error,a
45,1,b,,,,,,,,,,,,jump,serve_error,serve_error,b
46,1,a,3,3,13,9,24,in,in,bic,hit,2,no,jump,hit_error,hit_error,b
47,1,a,,,,,,,,,,,,jump,serve_error,serve_error,a
48,1,a,9,8,12,6,15,out,out,d-ball,blocked,2,yes,float,,,b
48,2,a,14,14,,,,out,,,overpass,0,no,,,,b
48,3,b,7,7,9,15,9,out,out,outside,hit,2,no,,kill,kill,b
49,1,a,,,,,,,,,,,,float,serve_error,serve_error,a
50,1,b,,,,,,,,,,,,jump,serve_error,serve_error,b
51,1,a,,,,,,,,,,,,jump,serve_error,serve_error,a
52,1,b,3,3,13,11,15,in,in,oppo,blocked,2,yes,jump,,,b
52,2,b,15,15,11,15,5,out,out,outside,hit,3,no,,kill,kill,b
53,1,a,2,2,13,13,1,in,in,quick,hit,1,yes,jump,kill,kill,a
54,1,b,1,1,12,8,18,in,in,bic,hit,2,no,jump,hit_error,hit_error,a
55,1,b,,,,,,,,,,,,jump,serve_error,serve_error,b
56,1,a,5,4,13,15,4,in,in,outside,hit,2,yes,jump,net,net,a
57,1,b,3,3,12,15,11,in,in,outside,hit,2,no,jump,kill,kill,b
58,1,a,3,3,13,,,in,dump,dump,blocked,1,yes,jump,blocked,blocked,b
59,1,a,1,2,13,12,8,in,in,bic,free_ball,0,no,jump,,,a
59,2,b,8,3,13,11,24,in,in,oppo,hit,2,no,,hit_error,hit_error,a
60,1,b,3,3,3,11,3,out,out,oppo,hit,3,yes,jump,kill,kill,b
61,1,a,7,7,12,11,8,in,in,quick,hit,2,no,float,kill,kill,a
62,1,b,2,1,24,7,21,out,out,oppo,hit,3,yes,float,,,a
62,2,a,3,3,8,15,23,out,out,outside,hit,2,yes,,tool,tool,a
63,1,b,2,7,6,11,5,out,out,oppo,hit,3,no,float,kill,kill,b
64,1,a,,,,,,,,,,,,jump,serve_error,serve_error,a
65,1,b,3,3,13,13,10,in,in,quick,hit,1,no,jump,,,a
65,2,a,10,10,7,15,15,out,out,outside,hit,2,yes,,kill,kill,a
66,1,b,2,3,13,13,8,in,in,quick,hit,1,no,jump,kill,kill,b
67,1,a,1,2,7,25,8,out,out,outside,free_ball,0,no,jump,,,b
67,2,b,7,7,12,8,1,in,in,bic,hit,2,no,,kill,kill,b
68,1,a,9,3,13,15,1,out,out,outside,hit,2,no,hybrid,,,a
68,2,b,1,1,17,6,12,out,out,d-ball,blocked,2,yes,,blocked,blocked,a
69,1,b,3,3,23,,,,,,,,,jump,ace,ace,a
70,1,b,8,3,13,15,17,out,out,outside,hit,3,yes,hybrid,tool,tool,b
71,1,a,3,3,13,15,15,in,in,outside,blocked,2,yes,jump,blocked,blocked,b
72,1,a,3,3,13,13,2,in,in,quick,hit,1,no,jump,kill,kill,a
73,1,b,2,1,13,15,14,in,in,outside,tip,1,no,jump,,,b
73,2,a,14,14,12,11,1,in,in,oppo,hit,2,no,,,,b
73,3,b,2,3,3,6,14,out,out,d-ball,hit,3,yes,,kill,kill,b
74,1,a,9,9,14,11,17,out,in,oppo,hit,2,no,float,hit_error,hit_error,b
75,1,a,9,9,14,15,2,in,in,quick,hit,2,no,float,kill,kill,a
76,1,b,,,,,,,,,,,,jump,serve_error,serve_error,b
77,1,a,2,2,14,6,6,in,in,d-ball,hit,1,no,jump,,,a
77,2,b,6,6,,,6,out,,,overpass,0,no,,,,a
77,3,a,6,12,13,15,3,in,in,quick,hit,2,no,,kill,kill,a
78,1,b,4,3,13,15,1,in,in,outside,hit,2,no,jump,,,a
78,2,a,1,1,13,8,2,out,out,bic,hit,2,no,,,,a
78,3,b,2,1,25,12,9,out,out,oppo,tip,2,no,,,,a
78,4,a,9,10,13,,1,in,dump,dump,hit,1,no,,kill,kill,a
79,1,b,3,3,12,11,21,in,in,oppo,hit,2,no,tape,hit_error,hit_error,a
80,1,b,2,1,16,16,14,out,out,oppo,free_ball,0,no,tape,,,a
80,2,a,14,14,6,15,5,out,out,outside,hit,2,no,,kill,kill,a
81,1,b,4,3,13,15,9,in,in,outside,hit,2,no,jump,kill,kill,b
82,1,a,7,7,11,15,3,in,in,outside,hit,2,no,float,net,net,a
83,1,b,3,3,,,14,out,,,overpass,1,yes,jump,blocked,blocked,a
84,1,b,,,,,,,,,,,,jump,serve_error,serve_error,b
85,1,a,2,2,12,,7,in,dump,dump,blocked,1,yes,jump,blocked,blocked,b
86,1,a,2,3,16,6,2,out,out,d-ball,hit,2,no,jump,,,a
86,2,b,2,2,16,16,8,out,out,d-ball,free_ball,0,no,,,,a
86,3,a,8,8,13,13,21,in,in,quick,hit,2,yes,,kill,kill,a
87,1,b,,,,,,,,,,,,jump,serve_error,serve_error,b
88,1,a,,,,,,,,,,,,jump,serve_error,serve_error,a
89,1,b,3,3,13,11,5,in,in,oppo,hit,2,no,jump,kill,kill,b
90,1,a,2,3,,,12,out,,,overpass,1,yes,jump,blocked,blocked,b
91,1,a,2,3,12,13,4,in,in,quick,hit,1,no,jump,kill,kill,a
92,1,b,4,3,12,15,24,in,in,outside,hit,2,no,jump,hit_error,hit_error,a
93,1,b,3,3,15,15,16,out,out,outside,hit,3,yes,jump,tool,tool,b
94,1,a,,,,,,,,,,,,jump,ace,ace,b
95,1,a,2,2,14,6,3,out,out,oppo,hit,2,no,jump,kill,kill,a
96,1,b,4,4,13,14,13,in,in,quick,tip,1,no,jump,,,a
96,2,a,13,14,13,11,16,in,in,oppo,blocked,2,yes,,tool,tool,a
97,1,b,3,3,13,15,18,in,in,outside,hit,2,yes,jump,tool,tool,b
98,1,a,2,2,13,14,1,in,in,quick,hit,2,no,jump,kill,kill,a
99,1,b,,,,,,,,,,,,jump,serve_error,serve_error,b
100,1,a,,,,,,,,,,,,jump,serve_error,serve_error,a
101,1,b,4,3,13,13,18,in,in,quick,hit,1,yes,jump,tool,tool,b
102,1,a,9,3,12,14,20,in,in,quick,hit,1,no,jump,hit_error,hit_error,b
103,1,a,,,,,,,,,,,,jump,serve_error,serve_error,a
104,1,b,2,3,14,15,26,out,out,outside,blocked,3,yes,jump,tool,tool,b
105,1,a,7,2,13,13,1,in,in,quick,hit,2,no,float,kill,kill,a
106,1,b,3,3,13,13,20,in,in,quick,hit,1,no,tape,hit_error,hit_error,a
107,1,b,4,3,21,,,,,,,,,jump,ace,ace,a
108,1,b,,,,,,,,,,,,jump,serve_error,serve_error,b
109,1,a,,,,,,,,,,,,float,serve_error,serve_error,a
110,1,b,2,2,13,11,17,in,in,oppo,blocked,2,yes,float,tool,tool,b
111,1,a,5,5,24,3,3,out,out,bic,off_speed,0,no,jump,,,b
111,2,b,3,3,13,15,15,in,in,outside,hit,1,no,,kill,kill,b
112,1,a,3,3,,,15,out,,,overpass,0,no,jump,,,b
112,2,b,15,13,13,15,11,in,in,outside,roll_shot,2,no,,kill,kill,b
113,1,a,3,3,26,15,17,out,out,outside,hit,2,yes,jump,,,a
113,2,b,17,1,16,15,6,out,out,outside,hit,1,no,,error,error,a
114,1,b,4,3,7,6,10,out,out,d-ball,hit,3,yes,jump,kill,kill,b
115,1,a,2,2,12,11,24,in,in,oppo,hit,1,yes,jump,tool,tool,a
116,1,b,2,2,13,6,4,in,in,d-ball,hit,2,no,jump,kill,kill,b
117,1,a,1,2,13,11,3,out,in,oppo,hit,2,no,jump,kill,kill,a
118,1,b,,,,,,,,,,,,jump,serve_error,serve_error,b
119,1,a,9,9,13,11,16,out,out,oppo,blocked,2,yes,float,tool,tool,a
120,1,b,,,,,,,,,,,,jump,serve_error,serve_error,b
121,1,a,,,,,,,,,,,,jump,serve_error,serve_error,a
122,1,b,9,3,13,11,12,in,in,oppo,blocked,2,yes,hybrid,blocked,blocked,a
123,1,b,,,,,,,,,,,,jump,serve_error,serve_error,b
124,1,a,7,7,12,11,,in,in,quick,hit,2,no,float,hit_error,hit_error,b
125,1,a,6,7,11,,14,in,dump,dump,blocked,1,yes,float,,,a
125,2,a,14,8,14,15,10,in,in,outside,hit,2,no,,kill,kill,a
126,1,b,,,,,,,,,,,,jump,serve_error,serve_error,b
127,1,a,,,,,,,,,,,,jump,serve_error,serve_error,a
128,1,b,3,3,9,6,24,out,out,d-ball,hit,2,no,jump,hit_error,hit_error,a
129,1,b,4,4,8,15,1,out,out,outside,hit,2,no,jump,kill,kill,b
130,1,a,3,3,12,14,,in,in,quick,hit,2,no,jump,hit_error,hit_error,b
131,1,a,,,,,,,,,,,,jump,serve_error,serve_error,a
132,1,b,3,3,12,13,10,in,in,quick,hit,2,no,jump,kill,kill,b
133,1,a,2,2,12,13,9,in,in,quick,tip,1,no,jump,,,b
133,2,b,9,4,6,7,8,out,out,bic,hit,1,no,,kill,kill,b
134,1,a,3,3,13,11,1,in,in,oppo,hit,1,no,jump,kill,kill,a
135,1,b,3,3,8,15,9,out,out,outside,roll_shot,2,no,jump,,,a
135,2,a,9,14,13,11,11,out,out,oppo,hit,2,no,,kill,kill,a
136,1,b,2,2,13,13,,in,in,quick,hit,1,no,jump,hit_error,hit_error,a
137,1,b,4,4,13,11,15,in,in,oppo,hit,2,no,jump,kill,kill,b
138,1,a,3,3,13,14,5,in,in,quick,hit,1,no,jump,,,b
138,2,b,4,4,26,6,2,out,out,d-ball,hit,3,no,,kill,kill,b
139,1,a,3,3,13,11,26,in,in,oppo,hit,2,yes,jump,tool,tool,a
140,1,b,,,,,,,,,,,,jump,serve_error,serve_error,b
141,1,a,6,2,11,,,,,,,,,hybrid,ace,ace,b
142,1,a,3,3,13,6,6,in,in,d-ball,hit,1,no,jump,,,a
142,2,b,6,2,14,14,15,out,,,blocked,1,yes,,blocked,blocked,a
143,1,b,4,3,13,15,3,in,in,outside,hit,2,no,jump,,,b
143,2,a,3,3,13,15,26,out,out,outside,hit,2,no,,hit_error,hit_error,b
144,1,a,9,8,13,15,4,in,in,outside,hit,2,no,float,kill,kill,a
145,1,b,4,4,11,11,25,in,in,oppo,hit,2,yes,jump,tool,tool,b
146,1,a,4,3,13,11,3,in,in,oppo,hit,2,no,jump,kill,kill,a
147,1,b,3,3,14,13,9,in,in,quick,hit,1,no,jump,kill,kill,b
148,1,a,,,,,,,,,,,,jump,serve_error,serve_error,a
149,1,b,3,3,14,14,4,in,in,quick,hit,1,no,jump,kill,kill,b
150,1,a,4,3,13,15,1,in,in,quick,hit,1,no,jump,kill,kill,a
151,1,b,2,2,13,15,17,in,out,outside,hit,3,yes,jump,tool,tool,b
152,1,a,,,,,,,,,,,,jump,ace,ace,b
153,1,a,4,9,13,6,3,in,in,d-ball,hit,2,no,hybrid,kill,kill,a
154,1,b,2,2,13,15,11,in,in,outside,hit,2,yes,jump,kill,kill,b
155,1,a,6,7,2,6,2,out,out,d-ball,hit,2,yes,float,,,b
155,2,b,2,3,6,14,1,out,out,outside,hit,2,no,,kill,kill,b
156,1,a,7,7,12,12,11,in,in,quick,hit,1,yes,float,,,b
156,2,b,11,11,13,11,1,in,in,oppo,hit,1,no,,,,b
156,3,a,7,7,17,18,7,out,out,d-ball,free_ball,0,no,,,,b
156,4,b,7,3,13,13,9,in,in,quick,hit,1,no,,kill,kill,b
157,1,a,6,7,12,,8,in,dump,dump,dump,1,no,float,,,b
157,2,b,8,7,10,14,17,out,out,outside,hit,3,yes,,tool,tool,b
158,1,a,8,8,13,6,9,in,in,d-ball,blocked,2,yes,float,,,b
158,2,a,9,8,15,11,1,out,out,d-ball,free_ball,0,no,,,,b
158,3,b,1,3,13,13,7,in,in,quick,tip,1,no,,kill,kill,b
159,1,a,7,7,12,6,20,in,in,d-ball,hit,2,no,float,hit_error,hit_error,b
160,1,a,8,8,13,15,17,in,in,outside,hit,2,yes,float,tool,tool,a
161,1,b,3,3,13,15,6,in,in,outside,off_speed,1,no,jump,kill,kill,b
162,1,a,,,,,,,,,,,,jump,serve_error,serve_error,a
163,1,b,3,3,14,9,3,in,in,bic,hit,2,no,jump,,,b
163,2,a,3,3,12,15,22,in,in,outside,free_ball,0,no,,hit_error,hit_error,b
164,1,a,,,,,,,,,,,,jump,serve_error,serve_error,a
165,1,b,,,,,,,,,,,,jump,serve_error,serve_error,b
166,1,a,,,,,,,,,,,,jump,serve_error,serve_error,a
167,1,b,2,3,,,15,out,,,overpass,0,no,jump,,,a
167,2,a,15,15,13,11,5,in,in,oppo,hit,2,no,,kill,kill,a
168,1,b,2,1,13,15,1,in,in,outside,hit,1,no,jump,,,b
168,2,a,9,3,12,15,24,out,out,outside,hit,2,no,,hit_error,hit_error,b
169,1,a,10,9,13,11,11,in,in,d-ball,blocked,1,yes,jump,blocked,blocked,b
170,1,a,8,8,13,11,2,in,in,oppo,hit,1,no,float,kill,kill,a
171,1,b,3,3,13,11,3,in,in,oppo,roll_shot,2,yes,jump,,,a
171,2,a,9,10,10,26,13,out,out,outside,tip,2,no,,,,a
171,3,b,13,7,8,11,3,out,out,oppo,hit,3,no,,error,error,a
172,1,b,2,1,13,9,13,in,in,bic,hit,2,yes,jump,kill,kill,b
173,1,a,3,3,12,9,4,in,in,bic,hit,3,no,jump,kill,kill,a
174,1,b,1,2,,,12,out,,,blocked,2,yes,jump,blocked,blocked,a
175,1,b,2,2,16,,,out,,,,,,jump,ace,ace,a
176,1,b,2,3,12,15,9,in,in,outside,hit,1,no,jump,,,b
176,2,a,9,9,26,25,5,out,out,bic,free_ball,0,no,,,,b
176,3,b,5,9,13,11,17,in,in,oppo,blocked,2,yes,,tool,tool,b
177,1,a,7,7,12,15,21,in,in,outside,hit,2,yes,float,,,b
177,2,b,3,3,13,15,24,in,in,outside,hit,2,no,,hit_error,hit_error,b
178,1,a,7,7,11,6,24,in,in,d-ball,hit,2,yes,float,tool,tool,a
179,1,b,,,,,,,,,,,,jump,serve_error,serve_error,b
180,1,a,,,,,,,,,,,,jump,serve_error,serve_error,a
181,1,b,4,4,13,13,13,in,in,quick,blocked,1,yes,jump,blocked,blocked,a
182,1,b,3,3,13,15,6,in,in,outside,tip,2,no,jump,,,a
182,2,a,6,6,7,11,14,out,out,oppo,tip,1,yes,,,,a
182,3,b,14,14,,,7,out,,,overpass,0,no,,,,a
182,4,a,12,12,13,11,17,in,in,oppo,blocked,2,yes,,tool,tool,a
183,1,b,3,3,13,12,2,in,in,quick,hit,1,yes,jump,,,a
183,2,a,7,6,8,11,3,out,out,oppo,hit,2,no,,,,a
183,3,b,3,3,5,6,8,out,out,oppo,free_ball,0,no,,,,a
183,4,a,8,8,12,11,5,in,in,oppo,hit,2,no,,kill,kill,a
184,1,b,3,3,13,11,11,in,in,oppo,hit,2,no,jump,kill,kill,b
185,1,a,3,3,13,13,22,in,in,quick,hit,2,yes,tape,tool,tool,a
186,1,b,3,3,13,11,26,in,in,oppo,hit,2,yes,jump,tool,tool,b
187,1,a,7,7,13,11,1,in,in,oppo,hit,2,no,tape,,,a
187,2,b,2,2,23,17,4,out,out,oppo,roll_shot,2,no,,,,a
187,3,a,9,9,8,11,3,out,out,oppo,hit,2,yes,,kill,kill,a
188,1,b,3,3,11,11,6,out,out,oppo,hit,2,no,jump,kill,kill,b
189,1,a,3,3,13,11,1,in,in,oppo,hit,2,no,jump,,,a
189,2,b,1,1,22,7,17,out,out,d-ball,off_speed,2,no,,hit_error,hit_error,a
190,1,b,3,3,11,6,2,in,in,d-ball,hit,2,no,jump,,,b
190,2,a,7,7,11,9,1,out,out,bic,off_speed,2,no,,,,b
190,3,b,1,1,12,15,6,in,in,outside,tip,2,no,,,,b
190,4,a,6,6,7,15,20,out,out,outside,off_speed,2,no,,hit_error,hit_error,b
191,1,a,9,4,14,14,3,in,in,quick,hit,1,no,hybrid,kill,kill,a
192,1,b,4,4,11,15,26,in,in,outside,blocked,2,yes,jump,tool,tool,b
193,1,a,8,8,12,15,7,in,in,outside,blocked,2,yes,float,blocked,blocked,b
194,1,b,,,,,,,,,,,,tape,ace,ace,a
195,1,b,3,3,13,11,24,in,in,oppo,hit,2,yes,jump,tool,tool,b
196,1,a,2,2,7,15,10,in,in,outside,hit,2,no,jump,kill,kill,a
197,1,b,3,3,12,15,12,in,in,outside,tip,1,yes,jump,,,a
197,2,a,12,8,17,10,5,out,out,outside,off_speed,0,no,,,,a
197,3,b,5,4,12,15,4,in,in,outside,off_speed,2,yes,,,,a
197,4,a,3,3,8,11,13,out,out,oppo,blocked,2,yes,,,,a
197,5,a,13,13,4,11,14,out,out,oppo,tip,2,no,,,,a
197,6,b,14,14,13,11,20,out,out,oppo,hit,2,yes,,,,a
197,7,a,3,3,13,11,18,in,in,oppo,hit,2,yes,,kill,kill,a
198,1,b,,,,,,,,,,,,jump,serve_error,serve_error,b
199,1,a,7,1,13,13,18,in,in,quick,hit,2,no,hybrid,hit_error,hit_error,b
200,1,a,3,3,12,11,1,in,in,oppo,hit,1,no,hybrid,kill,kill,a
201,1,b,3,3,13,11,21,in,in,oppo,hit,2,no,jump,tool,tool,b
202,1,a,2,2,13,11,2,in,in,oppo,hit,1,no,jump,kill,kill,a
203,1,b,2,2,8,16,1,out,out,oppo,hit,2,no,jump,kill,kill,b
204,1,a,13,13,2,6,23,out,out,d-ball,hit,2,yes,tape,tool,tool,a
205,1,b,3,3,15,15,5,out,out,outside,hit,2,no,jump,,,b
205,2,a,9,9,22,25,14,out,out,outside,blocked,2,yes,,blocked,blocked,b
206,1,a,7,7,16,15,3,out,out,outside,hit,2,no,float,net,net,b
207,1,a,,,,,,,,,,,,float,serve_error,serve_error,a
208,1,b,2,1,12,15,1,in,in,outside,hit,2,no,float,,,b
208,2,a,6,6,,,8,out,,,blocked,1,yes,,blocked,blocked,b
209,1,a,7,2,13,13,4,in,in,quick,hit,2,yes,tape,kill,kill,a
210,1,b,3,3,13,13,21,in,in,quick,hit,2,no,jump,hit_error,hit_error,a
211,1,b,4,3,13,13,8,in,in,quick,hit,2,yes,jump,kill,kill,b
212,1,a,3,3,15,15,3,out,out,outside,hit,2,yes,jump,kill,kill,a
213,1,b,2,3,13,11,7,in,in,oppo,hit,1,no,jump,kill,kill,b
214,1,a,3,3,13,11,2,in,in,oppo,hit,1,no,jump,kill,kill,a
215,1,b,3,3,12,15,4,in,in,outside,hit,2,no,jump,kill,kill,b
216,1,a,3,3,13,11,4,in,in,oppo,hit,2,no,tape,kill,kill,a
217,1,b,6,6,12,15,24,in,in,outside,hit,2,yes,tape,,,b
217,2,a,10,9,,,1,out,,,blocked,1,yes,,,,b
217,3,a,1,1,8,6,3,out,out,d-ball,off_speed,2,yes,,,,b
217,4,b,3,3,16,6,2,out,out,d-ball,hit,2,no,,kill,kill,b
218,1,a,2,2,12,6,2,in,in,d-ball,hit,2,no,jump,,,a
218,2,b,2,3,,,26,out,,,overpass,,,,hit_error,hit_error,a
219,1,b,3,3,13,,13,in,dump,dump,dump,2,yes,jump,kill,kill,b
220,1,a,,,,,,,,,,,,float,serve_error,serve_error,a
221,1,b,3,3,13,15,10,in,in,outside,hit,2,yes,float,,,a
221,2,a,14,14,13,15,1,out,out,outside,hit,2,yes,,kill,kill,a
1,1,a,17,6,12,11,26,in,in,oppo,hit,2,yes,jump,tool,tool,a
2,1,b,,,,,,,,,,,,jump,serve_error,serve_error,b
3,1,a,4,4,13,8,3,in,in,bic,hit,1,no,tape,,,b
3,2,b,3,3,14,14,1,out,,,off_speed,2,no,,,,b
3,3,a,6,6,13,15,17,in,in,outside,hit,2,yes,,,,b
3,4,b,17,6,11,11,8,out,in,quick,tip,2,no,,kill,kill,b
4,1,a,4,5,11,6,21,in,in,d-ball,hit,2,no,jump,hit_error,hit_error,b
5,1,a,,,,,,,,,,,,jump,serve_error,serve_error,a
6,1,b,4,4,13,13,3,in,in,quick,hit,2,no,jump,,,b
6,2,a,3,3,13,6,23,in,in,d-ball,hit,2,no,,hit_error,hit_error,b
7,1,a,9,10,13,13,2,in,in,quick,off_speed,2,no,float,kill,kill,a
8,1,b,5,5,14,14,23,in,in,quick,hit,2,no,jump,hit_error,hit_error,a
9,1,b,3,3,13,15,1,in,in,outside,hit,2,no,jump,kill,kill,b
10,1,a,,,,,,,,,,,,jump,serve_error,serve_error,a
11,1,b,2,2,11,11,14,in,in,oppo,tip,2,no,float,kill,kill,b
12,1,a,2,2,11,15,15,in,in,outside,blocked,2,yes,jump,,,b
12,2,a,15,15,13,11,24,in,in,oppo,hit,2,no,,hit_error,hit_error,b
13,1,a,5,4,13,11,8,in,in,oppo,hit,1,no,jump,kill,kill,a
14,1,b,2,2,12,11,11,in,in,oppo,tip,2,no,jump,,,a
14,2,a,13,11,13,14,9,in,in,quick,hit,2,no,,kill,kill,a
15,1,b,3,3,12,13,3,in,in,quick,hit,1,yes,jump,,,a
15,2,a,3,4,12,8,8,in,in,bic,tip,1,no,,,,a
15,3,b,8,9,13,13,12,out,out,quick,hit,2,yes,,,,a
15,4,a,12,12,13,15,18,out,out,outside,hit,3,yes,,tool,tool,a
16,1,b,,,,,,,,,,,,jump,serve_error,serve_error,b
17,1,a,,,,,,,,,,,,jump,serve_error,serve_error,a
18,1,b,,,,,,,,,,,,jump,serve_error,serve_error,b
19,1,a,3,3,13,13,6,in,in,quick,hit,1,no,jump,,,a
19,2,b,6,6,1,15,5,out,out,outside,hit,2,no,,,,a
19,3,a,2,10,13,15,1,out,out,outside,off_speed,3,no,,kill,kill,a
20,1,b,,,,,,,,,,,,jump,serve_error,serve_error,b
21,1,a,3,3,13,6,2,in,in,d-ball,hit,1,no,jump,,,b
21,2,b,2,2,17,25,8,out,out,outside,free_ball,0,no,,,,b
21,3,a,12,12,12,12,6,in,in,quick,hit,2,no,,,,b
21,4,b,6,6,13,12,5,out,out,oppo,tip,2,no,,,,b
21,5,a,5,2,13,15,22,in,in,outside,hit,2,no,,hit_error,hit_error,b
22,1,a,9,3,12,2,25,out,out,bic,free_ball,0,no,jump,hit_error,hit_error,b
23,1,a,4,4,13,13,11,in,in,quick,hit,1,yes,tape,kill,kill,a
24,1,b,,,,,,,,,,,,jump,serve_error,serve_error,b
25,1,a,3,4,7,11,3,out,out,oppo,hit,2,no,float,kill,kill,a
26,1,b,2,2,13,14,7,in,in,quick,tip,2,no,jump,,,b
26,2,a,7,6,15,14,7,out,out,outside,roll_shot,3,no,,,,b
26,3,b,7,6,13,14,1,in,in,quick,hit,2,yes,,kill,kill,b
27,1,a,2,2,12,8,5,in,in,quick,hit,2,no,jump,kill,kill,a
28,1,b,3,3,13,11,5,in,in,oppo,hit,2,yes,jump,,,b
28,2,a,5,5,8,14,6,out,in,quick,tip,2,no,,,,b
28,3,b,6,6,8,11,8,out,out,oppo,blocked,2,yes,,,,b
28,4,b,13,13,6,15,2,out,out,outside,hit,2,yes,,,,b
28,5,a,2,1,8,15,5,out,out,outside,hit,3,no,,,,b
28,6,b,4,4,12,8,7,in,in,bic,blocked,3,yes,,,,b
28,7,b,7,7,8,11,14,out,out,oppo,tip,2,no,,kill,kill,b
29,1,a,3,3,13,13,11,in,in,quick,hit,2,no,jump,kill,kill,a
30,1,b,2,3,8,15,1,out,out,outside,hit,2,no,jump,,,b
30,2,a,1,1,23,15,6,out,out,outside,roll_shot,0,no,,,,b
30,3,b,6,6,9,11,3,out,out,oppo,tip,2,no,,kill,kill,b
31,1,a,2,2,13,15,3,in,in,outside,hit,2,yes,float,,,a
31,2,b,2,3,12,8,4,in,in,bic,hit,3,no,,,,a
31,3,a,4,4,8,7,3,out,out,d-ball,off_speed,1,no,,kill,kill,a
32,1,b,,,,,,,,,,,,jump,serve_error,serve_error,b
33,1,a,,,,,,,,,,,,jump,serve_error,serve_error,a
34,1,b,8,8,12,13,7,in,in,quick,tip,2,no,float,kill,kill,b
35,1,a,,,,,,,,,,,,jump,serve_error,serve_error,a
36,1,b,3,3,12,13,9,in,in,quick,hit,1,no,jump,kill,kill,b
37,1,a,8,2,13,,,out,,,,,,float,ace,ace,b
38,1,a,10,10,13,11,7,in,in,oppo,hit,2,no,float,kill,kill,a
39,1,b,,,,,,,,,,,,jump,ace,ace,a
40,1,b,3,3,11,12,6,in,in,quick,hit,2,yes,jump,,,a
40,2,a,7,7,6,7,8,out,out,bic,free_ball,0,no,,,,a
40,3,b,8,9,12,13,3,in,in,quick,hit,2,no,,,,a
40,4,a,3,3,13,6,6,out,out,d-ball,free_ball,0,no,,,,a
40,5,b,6,6,12,14,19,in,in,quick,hit,2,no,,hit_error,hit_error,a
41,1,b,2,2,13,13,11,in,in,quick,blocked,2,yes,jump,,,a
41,2,b,11,12,13,15,13,out,out,outside,blocked,3,yes,,blocked,blocked,a
42,1,b,2,2,7,15,26,in,in,outside,hit,2,yes,jump,tool,tool,b
43,1,a,,,,,,,,,,,,jump,serve_error,serve_error,a
44,1,b,3,3,12,8,8,in,in,bic,tip,1,no,jump,kill,kill,b
45,1,a,3,3,14,15,6,in,in,outside,hit,1,no,jump,kill,kill,a
46,1,b,2,1,12,15,4,in,in,outside,hit,2,no,jump,,,a
46,2,a,3,3,3,15,26,out,out,outside,blocked,3,yes,,tool,tool,a
47,1,b,,,,,,,,,,,,jump,serve_error,serve_error,b
48,1,a,3,3,13,15,2,in,in,outside,hit,1,no,jump,kill,kill,a
