rally,round,team,receive_location,digger_location,pass_land_location,hitter_location,hit_land_location,pass_rating,set_type,set_location,hit_type,num_blockers,block_touch,serve_type,win_reason,lose_reason,winning_team
9,4,b,15,15,8,,,out,,,,,,,kill,kill,a
10,1,b,,,,,,,,,,,,jump,serve_error,serve_error,b
11,1,a,8,9,15,15,10,out,out,outside,hit,2,no,float,kill,kill,a
12,1,b,3,3,11,15,3,in,in,outside,roll_shot,2,no,jump,,,a
12,2,a,3,3,13,15,3,in,in,outside,hit,2,no,,,,a
12,3,b,3,3,16,,,,,,,,,,hit_error,hit_error,a
13,1,b,,,,,,,,,,,,jump,serve_error,serve_error,b
14,1,a,5,5,13,11,3,in,in,oppo,hit,2,no,jump,,,b
14,2,b,3,3,24,8,2,out,out,bic,off_speed,3,no,,,,b
14,3,a,8,7,9,15,9,out,out,outside,blocked,3,yes,,kill,kill,b
15,1,a,,,,,4,,,,,,,jump,ace,ace,b
16,1,a,4,4,26,,,,,,,,,jump,ace,ace,b
17,1,a,4,4,7,15,14,out,out,outside,blocked,2,yes,,kill,kill,b
18,1,a,5,4,3,15,3,out,out,outside,roll_shot,3,no,jump,,,a
18,2,b,3,3,14,11,11,in,in,oppo,blocked,2,yes,,,,a
18,3,b,11,6,14,15,15,in,in,outside,blocked,2,yes,,kill,kill,a
19,1,b,,,,,2,,,,,,,jump,ace,ace,a
20,1,b,10,4,24,12,5,out,out,d-ball,off_speed,3,no,jump,,,a
20,2,a,10,10,8,14,8,out,out,quick,hit,2,no,,kill,kill,a
21,1,b,3,2,11,15,26,out,out,outside,hit,2,no,jump,hit_error,hit_error,a
22,1,b,3,3,13,13,19,in,in,quick,hit,2,yes,jump,tool,tool,b
23,1,a,2,2,13,13,9,in,in,bic,hit,3,no,jump,kill,kill,a
24,1,b,8,3,13,14,12,in,in,quick,hit,2,yes,jump,tool,tool,b
25,1,a,7,7,13,14,6,in,in,quick,tip,2,no,float,kill,kill,a
26,1,b,9,10,8,15,13,out,out,outside,blocked,3,yes,float,,,a
26,2,b,13,9,8,15,15,out,out,outside,blocked,3,yes,,kill,kill,a
27,1,b,5,9,14,15,2,in,in,outside,hit,2,no,float,kill,kill,b
28,1,a,3,3,13,14,4,in,in,quick,hit,1,no,jump,,,a
28,2,b,8,9,8,15,18,out,out,outside,off_speed,2,no,,hit_error,hit_error,a
29,1,b,,,,,,,,,,,,jump,serve_error,serve_error,b
30,1,a,,,,,21,,,,,,,jump,serve_error,serve_error,a
31,1,b,7,7,13,13,8,in,in,quick,hit,2,no,jump,,,b
31,2,a,8,8,15,14,7,out,out,oppo,tip,2,no,,,,b
31,3,b,13,13,11,8,21,out,out,bic,off_speed,3,yes,,tool,tool,b
32,1,a,8,7,,,7,out,,,overpass,1,yes,float,error,error,b
33,1,a,8,8,13,15,10,in,in,outside,blocked,2,yes,float,,,a
33,2,a,15,14,13,15,17,in,in,outside,hit,2,yes,,tool,tool,a
34,1,b,4,4,13,15,5,in,in,outside,hit,1,no,jump,,,a
34,2,a,9,8,26,,,out,,,overpass,,,,,,a
34,3,b,,,,14,10,,,outside,blocked,1,yes,,kill,kill,a
35,1,b,3,3,13,13,25,in,in,bic,hit,3,yes,jump,tool,tool,b
36,1,a,4,4,11,15,24,out,out,outside,hit,2,yes,jump,,,b
36,2,b,9,9,13,15,5,in,in,outside,hit,2,no,,kill,kill,b
37,1,a,4,4,14,11,13,in,in,oppo,blocked,2,yes,jump,,,b
37,2,a,13,13,1,,,,,,,,,,hit_error,hit_error,b
38,1,a,3,3,12,11,16,in,in,oppo,hit,2,yes,jump,,,a
38,2,b,16,7,5,,23,,,,,,,,hit_error,hit_error,a
39,1,b,2,2,13,14,15,in,in,quick,blocked,2,yes,jump,,,a
39,2,b,15,15,13,11,1,in,in,oppo,hit,2,no,,,,a
39,3,a,2,2,9,14,8,in,in,quick,off_speed,2,no,,kill,kill,a
40,1,b,2,2,13,13,1,in,in,bic,hit,3,no,jump,,,b
40,2,a,6,6,,,17,,,,,,,,hit_error,hit_error,b
41,1,a,8,3,11,12,3,out,out,quick,hit,2,yes,jump,,,a
41,2,b,8,8,7,16,12,out,out,,free_ball,0,no,,,,a
41,3,a,12,13,13,12,10,in,in,quick,off_speed,2,yes,,kill,kill,a
42,1,b,2,1,11,15,21,out,out,outside,hit,2,yes,jump,,,a
42,2,a,2,3,8,15,17,out,out,outside,hit,2,yes,,tool,tool,a
43,1,b,6,2,3,15,4,out,out,outside,hit,3,yes,jump,,,a
43,2,a,4,4,13,14,10,in,in,quick,hit,2,no,,kill,kill,a
44,1,b,2,2,13,13,9,in,in,quick,hit,1,no,jump,kill,kill,b
45,1,a,4,4,12,15,10,in,in,outside,hit,2,no,jump,,,a
45,2,b,9,9,6,15,15,out,out,outside,blocked,2,yes,,,,a
45,3,b,15,15,9,15,15,out,out,,free_ball,,,,,,a
45,4,a,15,14,13,,8,in,dump,dump,dump,2,no,,kill,kill,a
46,1,b,8,7,12,14,12,in,in,quick,hit,2,yes,hybrid,,,a
46,2,a,12,12,11,15,4,out,out,outside,hit,2,no,,kill,kill,a
47,1,b,3,3,,,21,,,,,,,hybrid,hit_error,hit_error,a
48,1,a,,,,,,,,,,,,jump,serve_error,serve_error,a
49,1,b,,,,,22,,,,,,,jump,serve_error,serve_error,b
50,1,a,7,7,13,13,2,in,in,quick,hit,2,no,float,kill,kill,a
51,1,b,,,,,5,,,,,,,jump,ace,ace,a
52,1,b,4,3,8,,,,,,,,,jump,ace,ace,a
53,1,b,3,3,12,15,,in,in,outside,hit,2,no,jump,net,net,a
54,1,b,4,4,19,,,,,,,,,jump,hit_error,hit_error,a
55,1,b,3,3,13,11,1,in,in,oppo,off_speed,2,no,jump,,,b
55,2,a,3,3,19,,,,,,,,,,hit_error,hit_error,b
56,1,a,,,,,,,,,,,,jump,serve_error,serve_error,a
57,1,b,8,8,12,15,26,in,in,outside,blocked,2,yes,hybrid,tool,tool,b
58,1,a,7,7,13,11,15,out,out,oppo,free_ball,0,no,jump,,,b
58,2,b,15,14,8,11,3,out,out,oppo,off_speed,2,no,,,,b
58,3,a,3,3,7,11,20,out,out,oppo,hit,2,no,,,,b
58,4,b,3,3,13,13,19,in,in,bic,hit,3,yes,,tool,tool,b
59,1,a,3,3,13,13,3,in,in,quick,hit,2,no,jump,,,a
59,2,b,3,3,26,,,,,,,,,,hit_error,hit_error,a
60,1,b,3,3,13,15,,in,in,outside,hit,0,no,jump,net,net,a
61,1,b,4,3,8,11,18,out,out,oppo,off_speed,2,no,jump,hit_error,hit_error,a
62,1,b,6,6,6,,,,,,,,,jump,ace,ace,a
63,1,b,,,,,22,,,,,,,jump,serve_error,serve_error,b
64,1,a,7,8,13,13,9,in,in,quick,tip,2,no,float,,,a
64,2,b,9,10,16,,,,,,,,,,hit_error,hit_error,a
65,1,b,3,3,13,,,,,,,,,jump,net,net,a
66,1,b,3,3,7,15,20,out,out,outside,hit,2,no,jump,,,a
66,2,a,3,3,13,11,16,in,in,oppo,hit,2,yes,,tool,tool,a
67,1,b,3,3,13,12,7,in,in,quick,hit,2,yes,jump,,,a
67,2,a,7,6,9,15,1,out,out,outside,hit,3,no,,,,a
67,3,b,1,1,20,,,,,,,,,,hit_error,hit_error,a
68,1,b,2,2,13,13,3,in,in,quick,hit,2,no,jump,kill,kill,b
69,1,a,3,3,6,11,12,out,out,oppo,blocked,2,yes,jump,,,a
69,2,a,12,12,,,6,out,,,blocked,1,yes,,,,a
69,3,a,6,6,13,15,8,in,in,outside,off_speed,2,yes,,kill,kill,a
70,1,b,4,4,12,12,3,in,in,quick,hit,2,no,jump,kill,kill,b
71,1,a,3,3,8,14,13,out,out,quick,off_speed,2,yes,jump,kill,kill,a
72,1,b,3,3,12,15,16,in,in,outside,hit,2,yes,jump,tool,tool,b
73,1,a,5,4,8,15,6,out,out,outside,hit,2,no,jump,kill,kill,a
74,1,b,2,2,8,15,1,out,out,outside,hit,2,yes,jump,,,a
74,2,a,6,7,8,11,17,out,out,oppo,hit,2,yes,,,,a
74,3,b,6,6,8,,,,,,,,,,hit_error,hit_error,a
75,1,b,2,2,17,,11,out,,,overpass,0,no,jump,,,a
75,2,a,6,9,6,15,19,out,out,outside,hit,2,yes,,tool,tool,a
76,1,b,,,,,,,,,,,,jump,serve_error,serve_error,b
77,1,a,9,4,12,13,2,in,in,quick,hit,2,no,jump,,,a
77,2,b,2,2,20,,,,,,,,,,hit_error,hit_error,a
78,1,b,10,10,8,15,16,out,out,outside,hit,3,yes,hybrid,tool,tool,b
79,1,a,,,,,,,,,,,,jump,serve_error,serve_error,a
80,1,b,8,8,14,15,1,in,in,outside,hit,2,yes,float,kill,kill,a
81,1,b,3,3,7,13,20,out,out,quick,hit,3,no,jump,hit_error,hit_error,a
82,1,b,2,2,4,15,8,out,out,outside,free_ball,0,no,jump,,,b
82,2,a,8,9,13,11,5,in,in,oppo,hit,2,no,,,,b
82,3,b,7,7,15,17,8,out,out,oppo,free_ball,0,no,,,,b
82,4,a,8,8,,,7,out,,,blocked,1,yes,,kill,kill,b
83,1,a,4,4,13,11,11,in,in,oppo,blocked,2,yes,jump,kill,kill,b
84,1,a,5,4,21,10,4,out,out,outside,hit,2,no,jump,,,b
84,2,b,4,4,14,15,16,in,in,outside,hit,2,yes,,tool,tool,b
85,1,a,4,4,13,13,6,in,in,quick,hit,2,no,jump,kill,kill,a
86,1,b,3,3,12,13,1,in,in,quick,hit,2,yes,jump,,,a
86,2,a,7,7,9,11,6,out,out,oppo,hit,3,no,,,,a
86,3,b,7,7,8,15,13,out,out,outside,blocked,3,yes,,kill,kill,a
87,1,b,3,3,13,15,25,in,in,outside,hit,2,yes,jump,tool,tool,b
88,1,a,,,,,,,,,,,,hybrid,serve_error,serve_error,a
89,1,b,7,2,13,13,13,in,in,quick,blocked,2,yes,jump,,,a
89,2,b,13,13,13,14,1,out,out,outside,hit,2,no,,,,a
89,3,a,6,6,18,1,8,out,out,oppo,free_ball,0,no,,,,a
89,4,b,8,8,12,11,12,in,in,oppo,blocked,1,yes,,kill,kill,a
90,1,b,10,5,26,10,8,out,out,outside,off_speed,2,no,jump,,,b
90,2,a,8,8,13,14,13,in,in,quick,blocked,2,yes,,,,b
90,3,a,13,13,13,11,25,in,in,oppo,hit,2,no,,hit_error,hit_error,b
91,1,a,3,3,13,13,1,in,in,quick,hit,1,no,jump,,,b
91,2,b,7,7,4,15,10,out,out,outside,blocked,3,yes,,,,b
91,3,b,10,10,13,15,21,in,in,outside,hit,2,no,,,,b
91,4,a,3,3,8,,,,,,,,,,hit_error,hit_error,b
92,1,a,,,,,,,,,,,,jump,ace,ace,b
93,1,a,,,,,20,,,,,,,jump,serve_error,serve_error,a
94,1,b,,,,,22,,,,,,,jump,serve_error,serve_error,b
95,1,a,7,2,9,15,1,out,out,outside,off_speed,2,no,jump,,,a
95,2,b,10,9,12,11,2,in,in,oppo,hit,2,no,,,,a
95,3,a,2,2,13,13,12,in,in,bic,roll_shot,2,no,,,,a
95,4,b,12,12,13,15,10,out,out,outside,blocked,3,yes,,kill,kill,a
96,1,b,10,9,13,15,,in,in,outside,hit,2,no,hybrid,error,error,b
97,1,a,8,8,13,11,2,in,in,oppo,hit,2,no,float,kill,kill,a
98,1,b,2,2,13,13,3,in,in,bic,hit,3,no,jump,kill,kill,b
99,1,a,2,2,13,11,1,in,in,oppo,hit,2,no,jump,,,a
99,2,b,7,7,,,8,out,,,overpass,0,no,,,,a
99,3,a,8,8,13,11,24,in,in,oppo,hit,2,yes,,tool,tool,a
100,1,b,3,3,13,13,9,in,in,quick,blocked,2,yes,jump,,,b
100,2,b,13,13,13,13,3,in,in,quick,hit,2,no,,kill,kill,b
101,1,a,3,3,12,11,11,in,in,oppo,hit,2,no,jump,,,b
101,2,b,12,12,12,,,in,,,tip,1,yes,,,,b
101,3,a,16,11,6,15,13,out,out,outside,blocked,2,yes,,kill,kill,b
102,1,a,,,,,21,,,,,,,jump,serve_error,serve_error,a
103,1,b,4,4,8,15,20,out,out,outside,hit,2,no,jump,hit_error,hit_error,a
104,1,b,6,2,13,13,,in,in,quick,hit,2,no,jump,net,net,a
105,1,b,8,3,13,13,19,in,in,bic,off_speed,3,no,jump,,,b
105,2,a,1,2,,,10,out,,,overpass,0,no,,,,b
105,3,b,12,12,8,15,25,out,out,outside,hit,3,yes,,tool,tool,b
106,1,a,10,10,13,14,10,in,in,quick,hit,2,no,float,,,b
106,2,b,10,10,21,10,2,out,out,outside,free_ball,0,no,,,,b
106,3,a,7,7,13,15,15,in,in,outside,blocked,2,yes,,kill,kill,b
107,1,a,9,9,13,11,1,in,in,oppo,hit,2,no,float,kill,kill,a
108,1,b,3,3,8,15,15,out,out,outside,blocked,2,yes,jump,,,a
108,2,b,15,15,8,15,15,out,out,outside,blocked,2,yes,,,,a
108,3,b,15,15,15,13,6,out,out,quick,free_ball,0,no,,,,a
108,4,a,6,2,13,13,8,in,in,quick,hit,2,no,,kill,kill,a
109,1,b,,,,,,,,,,,,jump,serve_error,serve_error,b
110,1,a,4,4,13,14,8,in,in,quick,hit,2,yes,jump,,,b
110,2,b,8,9,13,15,25,in,in,outside,blocked,2,yes,,tool,tool,b
111,1,a,3,3,13,13,26,in,in,quick,hit,2,yes,jump,tool,tool,a
112,1,b,3,2,8,11,7,out,out,oppo,hit,2,no,jump,kill,kill,b
113,1,a,2,2,7,15,5,out,out,outside,hit,2,no,jump,,,a
113,2,b,9,9,7,15,15,out,out,outside,blocked,2,yes,,,,a
113,3,b,15,15,13,14,11,in,in,quick,tip,2,no,,,,a
113,4,a,11,12,7,15,6,out,out,outside,hit,2,no,,,,a
113,5,b,6,6,14,,6,out,,,overpass,0,no,,,,a
113,6,a,6,6,13,13,4,in,in,quick,hit,1,no,,kill,kill,a
114,1,b,9,9,7,15,23,out,out,outside,hit,3,no,hybrid,hit_error,hit_error,a
115,1,b,7,7,11,11,8,out,out,quick,hit,2,no,hybrid,kill,kill,b
116,1,a,8,8,13,13,5,in,in,quick,hit,2,no,float,,,a
116,2,b,9,9,24,,,,,,,0,no,,hit_error,hit_error,a
117,1,b,3,2,13,15,5,out,out,outside,hit,2,no,jump,,,a
117,2,a,9,9,8,26,8,out,out,outside,blocked,2,yes,,,,a
117,3,a,14,14,8,15,3,out,out,outside,hit,2,no,,,,a
117,4,b,3,3,10,15,,out,out,outside,hit,3,yes,,error,error,a
118,1,b,3,2,13,13,3,in,in,bic,hit,3,no,jump,,,b
118,2,a,3,3,10,11,4,out,out,oppo,off_speed,2,no,,,,b
118,3,b,8,3,,,15,out,,,overpass,0,no,,,,b
118,4,a,15,15,13,11,3,in,in,oppo,blocked,2,yes,,,,b
118,5,a,12,12,21,,,,,,,,,,hit_error,hit_error,b
119,1,a,3,3,12,11,4,in,in,oppo,hit,2,no,jump,,,a
119,2,b,3,3,16,,,,,,,,,,hit_error,hit_error,a
120,1,b,3,3,13,13,17,in,in,quick,hit,2,no,jump,hit_error,hit_error,a
121,1,b,,,,,18,,,,,,,jump,serve_error,serve_error,b
122,1,a,3,3,22,10,15,out,out,outside,blocked,3,yes,jump,kill,kill,b
123,1,a,3,3,12,11,6,in,in,oppo,off_speed,2,no,jump,,,a
123,2,b,12,12,13,14,3,in,in,quick,hit,1,yes,,,,a
123,3,a,3,3,13,15,3,in,in,outside,off_speed,2,yes,,kill,kill,a
124,1,b,3,3,8,15,5,out,out,outside,hit,2,yes,jump,,,b
124,2,a,4,9,21,,,,,,,,,,hit_error,hit_error,b
125,1,a,,,,,,,,,,,,jump,serve_error,serve_error,a
126,1,b,2,2,13,11,4,in,in,oppo,hit,2,no,jump,kill,kill,b
127,1,a,,,,,21,,,,,,,jump,serve_error,serve_error,a
128,1,b,9,4,8,15,5,out,out,outside,hit,2,no,jump,,,a
128,2,a,4,3,10,15,4,out,out,outside,hit,2,no,,,,a
128,3,b,6,6,26,6,1,out,out,outside,hit,2,no,,,,a
128,4,a,7,7,13,13,11,in,in,bic,roll_shot,1,no,,,,a
128,5,b,11,7,,,3,out,,,overpass,0,no,,,,a
128,6,a,3,9,12,13,13,in,in,quick,hit,2,yes,,,,a
128,7,b,13,13,,,2,out,,,blocked,1,yes,,,,a
128,8,b,13,13,24,,,,,,,,,,hit_error,hit_error,a
129,1,b,3,3,16,,,,,,,,,jump,ace,ace,a
130,1,b,3,3,18,14,22,out,out,outside,hit,3,no,jump,hit_error,hit_error,a
1,1,b,3,3,24,,,,,,,,,jump,ace,ace,a
2,1,b,2,2,13,13,8,in,in,quick,hit,2,no,jump,kill,kill,b
3,1,a,2,2,13,11,11,in,in,oppo,blocked,2,yes,float,blocked,blocked,b
4,1,a,2,2,12,15,26,in,in,outside,hit,2,yes,float,tool,tool,a
5,1,b,1,1,13,11,24,in,in,oppo,hit,2,no,jump,hit_error,hit_error,a
6,1,b,3,3,12,13,7,in,in,quick,hit,2,no,jump,kill,kill,b
7,1,a,1,2,9,9,12,out,,,blocked,1,yes,jump,blocked,blocked,b
8,1,a,2,2,11,13,7,in,in,quick,hit,1,no,jump,kill,kill,a
9,1,b,8,8,13,15,9,in,in,outside,hit,1,no,jump,kill,kill,b
10,1,a,3,3,13,9,9,in,in,bic,hit,2,no,jump,,,a
10,2,b,9,9,,,1,out,,,overpass,0,no,,,,a
10,3,a,1,1,12,6,6,in,in,d-ball,hit,2,no,,,,a
10,4,b,7,7,,,12,out,,,blocked,1,yes,,blocked,blocked,a
11,1,b,3,2,13,14,11,in,in,quick,hit,1,no,jump,kill,kill,b
12,1,a,2,2,12,15,21,in,in,outside,hit,2,yes,jump,tool,tool,a
13,1,b,,,,,,,,,,,,jump,serve_error,serve_error,b
14,1,a,4,4,12,17,3,in,in,d-ball,hit,2,no,float,kill,kill,a
15,1,b,6,6,12,13,14,in,in,quick,tip,2,no,float,kill,kill,b
16,1,a,4,5,12,11,6,in,in,oppo,hit,2,yes,float,,,b
16,2,a,1,1,21,7,8,out,,,free_ball,0,no,,,,b
16,3,b,8,8,12,15,6,in,in,outside,hit,2,no,,kill,kill,b
17,1,a,,,,,,,,,,,,float,serve_error,serve_error,a
18,1,b,2,2,12,13,14,in,in,quick,tip,2,yes,jump,,,b
18,2,b,14,14,12,13,6,in,in,quick,hit,2,yes,,tool,tool,b
19,1,a,1,2,12,26,16,in,in,outside,hit,1,yes,float,tool,tool,a
20,1,b,4,4,14,15,,in,in,outside,hit,2,yes,jump,net,net,b
21,1,a,,,,,,,,,,,,jump,serve_error,serve_error,a
22,1,b,,,,,,,,,,,,jump,serve_error,serve_error,b
23,1,a,5,4,14,15,4,in,in,quick,hit,2,no,jump,,,a
23,2,b,9,3,16,,9,out,dump,dump,dump,0,no,,,,a
23,3,a,9,9,8,26,8,in,in,outside,hit,2,yes,,,,a
23,4,a,15,15,13,26,21,in,in,outside,hit,2,yes,,tool,tool,a
24,1,b,10,9,9,15,22,out,in,outside,hit,2,yes,jump,tool,tool,b
25,1,a,2,2,13,14,8,in,in,quick,hit,1,yes,jump,,,a
25,2,b,15,15,,15,8,,,,hit,1,no,,kill,kill,a
26,1,b,2,1,13,9,6,in,in,bic,hit,0,no,jump,kill,kill,b
27,1,a,4,3,13,14,17,in,in,quick,hit,1,yes,float,tool,tool,a
28,1,b,8,8,13,13,2,in,in,quick,hit,2,yes,float,,,b
28,2,a,2,3,12,26,25,in,in,outside,hit,2,no,,hit_error,hit_error,b
29,1,a,8,8,13,26,5,in,in,outside,hit,2,yes,float,,,b
29,2,b,4,4,9,26,14,out,out,outside,blocked,2,yes,,,,b
29,3,b,14,14,10,,12,out,,,blocked,1,yes,,,,b
29,4,b,12,12,9,15,12,out,in,outside,roll_shot,2,no,,,,b
29,5,a,12,6,14,11,12,out,in,oppo,blocked,2,yes,,blocked,blocked,b
30,1,a,2,8,13,14,11,in,in,quick,blocked,2,yes,float,,,b
30,2,a,11,11,15,12,6,out,in,oppo,hit,2,no,,,,b
30,3,b,6,6,4,15,12,out,in,outside,hit,2,yes,,kill,kill,b
31,1,a,3,3,13,26,14,in,in,outside,blocked,2,yes,float,,,a
31,2,a,14,14,14,11,4,in,in,oppo,hit,2,no,,,,a
31,3,b,9,10,16,6,16,out,in,d-ball,hit,2,no,,hit_error,hit_error,a
32,1,b,3,3,13,14,9,in,in,quick,hit,1,no,jump,,,b
32,2,a,9,9,14,14,13,out,out,,blocked,1,yes,,,,b
32,3,a,14,14,13,11,3,out,out,oppo,hit,2,yes,,,,b
32,4,b,3,4,3,15,4,out,out,outside,hit,3,yes,,,,b
32,5,a,4,4,12,8,18,in,in,bic,hit,1,no,,hit_error,hit_error,b
33,1,a,2,2,12,11,8,in,in,oppo,blocked,2,yes,float,,,a
33,2,a,8,7,12,14,13,in,in,quick,tip,1,no,,kill,kill,a
34,1,b,2,2,13,15,25,in,in,quick,hit,2,no,jump,hit_error,hit_error,a
35,1,b,3,3,13,13,18,in,in,quick,hit,2,no,jump,hit_error,hit_error,a
36,1,b,2,2,13,15,11,in,in,outside,tip,1,no,jump,,,b
36,2,a,11,6,8,15,15,out,out,outside,blocked,2,yes,,blocked,blocked,b
37,1,a,3,3,13,15,13,in,in,outside,tip,2,no,jump,,,a
37,2,b,13,14,13,11,13,in,in,oppo,hit,2,yes,,,,a
37,3,a,7,7,12,15,10,in,in,outside,hit,3,no,,kill,kill,a
38,1,b,,,,,,,,,,,,jump,serve_error,serve_error,b
39,1,a,1,1,13,14,17,in,in,quick,hit,1,yes,jump,,,b
39,2,b,17,6,17,15,8,out,out,outside,roll_shot,3,no,,,,b
39,3,a,7,6,,,9,out,,,overpass,0,no,,,,b
39,4,b,9,10,13,15,4,in,in,outside,hit,2,no,,kill,kill,b
40,1,a,,,,,,,,,,,,jump,serve_error,serve_error,a
41,1,b,,,,,,,,,,,,jump,serve_error,serve_error,b
42,1,a,1,1,7,6,16,out,in,d-ball,blocked,2,yes,jump,tool,tool,a
43,1,b,4,3,13,9,4,in,in,bic,hit,3,no,jump,kill,kill,b
44,1,a,9,10,13,13,10,in,in,quick,hit,1,no,float,,,a
44,2,b,6,6,8,15,,out,out,outside,hit,2,no,,hit_error,hit_error,a
45,1,b,7,6,13,14,22,in,in,quick,hit,1,no,float,hit_error,hit_error,a
46,1,b,6,6,12,15,14,in,in,outside,blocked,2,yes,float,net,net,b
47,1,a,3,3,,,5,out,,,blocked,1,yes,jump,blocked,blocked,b
48,1,a,2,2,12,12,4,in,in,quick,hit,1,no,float,kill,kill,a
49,1,b,1,1,14,14,14,in,in,quick,blocked,2,yes,jump,blocked,blocked,a
50,1,b,2,2,13,11,17,in,in,oppo,blocked,2,yes,jump,tool,tool,b
51,1,a,2,2,13,13,8,in,in,quick,hit,2,no,jump,kill,kill,a
52,1,b,3,3,14,15,17,in,in,outside,hit,2,yes,jump,tool,tool,b
53,1,a,3,3,13,13,3,in,in,quick,hit,2,no,jump,,,b
53,2,b,3,3,1,9,7,out,out,outside,roll_shot,3,no,,kill,kill,b
54,1,a,4,4,14,15,10,in,in,outside,hit,2,no,jump,kill,kill,a
55,1,b,,,,,,,,,,,,jump,serve_error,serve_error,b
56,1,a,6,1,8,15,10,out,in,outside,hit,2,no,tape,kill,kill,a
57,1,b,2,3,8,15,16,in,in,outside,hit,2,yes,jump,tool,tool,b
58,1,a,10,10,12,14,1,in,in,quick,hit,2,no,float,kill,kill,a
59,1,b,6,6,12,13,19,in,in,quick,hit,2,no,float,hit_error,hit_error,a
60,1,b,9,9,3,15,17,out,out,outside,tip,3,no,float,hit_error,hit_error,a
61,1,b,6,6,12,13,1,in,in,quick,hit,2,no,float,kill,kill,b
62,1,a,7,6,9,9,2,out,out,bic,off_speed,0,no,float,,,b
62,2,b,7,6,9,15,10,out,out,outside,off_speed,3,no,,,,b
62,3,a,10,10,13,13,12,in,in,quick,blocked,2,yes,,,,b
62,4,a,12,12,13,11,25,in,out,oppo,tip,2,no,,hit_error,hit_error,b
63,1,a,5,4,12,11,15,in,in,oppo,hit,2,yes,float,kill,kill,a
64,1,b,,,,,,,,,,,,jump,serve_error,serve_error,b
65,1,a,,,,,,,,,,,,float,serve_error,serve_error,a
66,1,b,7,7,9,14,14,out,out,outside,blocked,3,yes,jump,blocked,blocked,a
67,1,b,6,6,12,15,15,in,in,outside,blocked,2,yes,jump,,,a
67,2,b,15,15,9,,,out,,,,,,,error,error,a
68,1,b,7,2,13,13,5,in,in,quick,hit,1,no,jump,,,b
68,2,a,9,9,,,5,out,,,overpass,0,no,,,,b
68,3,b,9,9,13,15,3,in,in,outside,hit,2,no,,kill,kill,b
69,1,a,2,3,12,11,4,in,in,oppo,hit,2,no,jump,kill,kill,a
70,1,b,5,5,11,15,3,in,in,outside,hit,2,no,jump,kill,kill,b
71,1,a,4,4,,,11,out,,,blocked,1,yes,jump,,,a
71,2,a,11,7,12,14,2,in,in,outside,hit,2,no,,kill,kill,a
72,1,b,3,3,13,15,3,in,in,outside,hit,2,yes,jump,,,b
72,2,a,3,3,13,,,in,,,,,,,error,error,b
73,1,a,,,,,,,,,,,,jump,serve_error,serve_error,a
74,1,b,,,,,,,,,,,,jump,serve_error,serve_error,b
75,1,a,4,4,9,15,10,out,out,outside,hit,2,no,float,kill,kill,a
76,1,b,7,6,13,15,10,in,in,outside,hit,2,no,float,,,a
76,2,a,10,10,17,15,7,out,out,outside,hit,2,no,,kill,kill,a
77,1,b,7,6,13,6,1,in,in,d-ball,hit,2,no,float,,,a
77,2,a,7,7,8,11,11,out,out,oppo,blocked,2,yes,,,,a
77,3,a,11,11,14,15,5,in,out,outside,hit,2,no,,kill,kill,a
78,1,b,9,9,13,13,5,in,in,quick,hit,2,no,float,,,b
78,2,a,9,9,9,11,17,out,out,oppo,hit,2,no,,hit_error,hit_error,b
79,1,a,,,,,,,,,,,,jump,serve_error,serve_error,a
80,1,b,5,4,1,15,5,out,out,outside,hit,3,no,jump,kill,kill,b
81,1,a,7,7,12,15,5,in,in,outside,hit,2,no,tape,,,b
81,2,b,4,4,13,15,1,in,in,outside,hit,2,yes,,kill,kill,b
82,1,a,2,2,13,11,16,in,in,oppo,blocked,2,yes,float,tool,tool,a
83,1,b,3,3,13,11,5,in,in,oppo,hit,2,no,jump,kill,kill,b
84,1,a,1,2,8,11,5,out,out,oppo,hit,2,no,jump,kill,kill,a
85,1,b,3,3,13,13,8,in,in,quick,hit,1,no,jump,kill,kill,b
86,1,a,4,4,13,13,11,in,in,quick,blocked,2,yes,jump,blocked,blocked,b
87,1,a,5,4,12,6,20,in,in,d-ball,hit,2,yes,jump,,,b
87,2,b,3,2,5,11,16,out,out,oppo,blocked,2,yes,,tool,tool,b
88,1,a,2,3,13,15,3,in,in,outside,hit,2,yes,jump,,,b
88,2,b,3,3,13,15,26,in,in,outside,blocked,2,yes,,tool,tool,b
89,1,a,8,3,,,13,out,,,overpass,1,yes,tape,,,a
89,2,b,13,13,9,15,12,out,out,outside,roll_shot,2,no,,,,a
89,3,a,12,3,,,9,out,,,overpass,0,no,,,,a
89,4,b,10,8,12,8,12,out,out,bic,blocked,3,yes,,,,a
89,5,b,12,13,13,15,21,in,out,outside,hit,2,no,,hit_error,hit_error,a
90,1,b,3,3,13,14,10,in,in,outside,blocked,1,yes,jump,blocked,blocked,a
91,1,b,3,3,12,9,1,in,in,bic,hit,3,no,jump,,,a
91,2,a,1,1,12,8,4,in,in,bic,hit,3,no,,kill,kill,a
92,1,b,2,2,13,11,25,in,in,oppo,hit,2,no,jump,hit_error,hit_error,a
93,1,b,3,3,12,15,9,in,in,outside,hit,2,no,tape,kill,kill,b
94,1,a,,,,,,,,,,,,float,serve_error,serve_error,a
95,1,b,1,1,13,14,8,in,out,quick,free_ball,0,no,jump,,,b
95,2,a,8,10,,,11,out,,,blocked,1,yes,,blocked,blocked,b
